Price,Area,Rooms,Bathrooms,Floor Level,Year Built,Seller Type,View,Payment Method,Location,Amenities,Price_Numeric,Calculated_Price_Per_Meter
"870,000 EGP",80.0,2.0,1 bathroom,7.0,2011.0,Private Owner,Side Street,Cash,شارع العمدة,Basic,870000.0,10875.0
"6,000,000 EGP",183.0,3.0,3 bathroom,2.0,2026.0,Broker,Main Street,Cash,كمبوند المصراوية,Basic,6000000.0,32786.89
"2,300,000 EGP",70.0,2.0,1 bathroom,2.0,2016.0,Broker,Back,Cash,Unknown,Basic,2300000.0,32857.14
"5,000,000 EGP",220.0,3.0,3 bathroom,2.0,2025.0,Broker,Main Street,Cash,Street 100,Basic,5000000.0,22727.27
"12,060,000 EGP",99.0,2.0,1 bathroom,3.0,2028.0,Broker,Main Street,Cash or Installments,Jirian Compound,Basic,12060000.0,121818.18
"8,700,000 EGP",210.0,3.0,3 bathroom,3.0,2014.0,Developer,Main Street,Cash,Mohye El Din,Basic,8700000.0,41428.57
"6,500,000 EGP",170.0,3.0,3 bathroom,3.0,2022.0,Broker,Club,Cash,Mountain View Icity,View,6500000.0,38235.29
"3,500,000 EGP",120.0,2.0,1 bathroom,1.0,2000.0,Broker,Back,Cash,شارع صقر قريش,Basic,3500000.0,29166.67
"6,000,000 EGP",140.0,3.0,2 bathroom,2.0,2025.0,Broker,Side Street,Cash,Madinaty B12,Basic,6000000.0,42857.14
"3,350,000 EGP",140.0,3.0,1 bathroom,2.0,2025.0,Broker,Main Street,Cash,Nasr City,Basic,3350000.0,23928.57
"10,500,000 EGP",210.0,3.0,2 bathroom,4.0,2018.0,Broker,Side Street,Cash,مدينة نصر,Basic,10500000.0,50000.0
"7,700,000 EGP",134.0,3.0,2 bathroom,2.0,2025.0,Broker,Main Street,Cash,The Address Compound,Basic,7700000.0,57462.69
"1,850,000 EGP",105.0,2.0,1 bathroom,4.0,2024.0,Broker,Main Street,Cash or Installments,Jasmine Gardens Compound,Garden,1850000.0,17619.05
"9,500,000 EGP",202.0,3.0,3 bathroom,1.0,2023.0,Developer,Other,Cash,Mountain View Hyde,View,9500000.0,47029.7
"1,650,000 EGP",140.0,3.0,1 bathroom,9.0,2013.0,Broker,Side Street,Cash,شارع ادم تاني,Basic,1650000.0,11785.71
"6,545,000 EGP",187.0,3.0,3 bathroom,2.0,2028.0,Broker,Main Street,Installments,Unknown,,6545000.0,35000.0
"1,400,000 EGP",80.0,2.0,1 bathroom,3.0,2019.0,Broker,Corner,Cash,Unknown,Basic,1400000.0,17500.0
"3,600,000 EGP",140.0,2.0,1 bathroom,2.0,2025.0,Broker,Garden,Cash,المنطقة الثانية,Basic,3600000.0,25714.29
"4,350,000 EGP",150.0,3.0,2 bathroom,,,EG-6576763,Nile View,Cash or Installments,Unknown,بحر,4350000.0,29000.0
"2,950,000 EGP",180.0,3.0,2 bathroom,7.0,2013.0,Broker,Main Street,Cash,Unknown,Basic,2950000.0,16388.89
"4,125,000 EGP",132.0,2.0,2 bathroom,1.0,2026.0,Broker,Main Street,Cash,Il Mondo Compound,Basic,4125000.0,31250.0
"2,475,000 EGP",81.0,1.0,1 bathroom,5.0,2026.0,Broker,Main Street,Cash,Il Mondo Compound,Basic,2475000.0,30555.56
"3,000,000 EGP",160.0,3.0,2 bathroom,5.0,2019.0,Broker,Corner,Cash,Unknown,Basic,3000000.0,18750.0
"2,793,000 EGP",133.0,3.0,2 bathroom,3.0,2027.0,Broker,Corner,Cash or Installments,Address Home Compound,Basic,2793000.0,21000.0
"4,350,000 EGP",150.0,3.0,2 bathroom,,,EG-6576623,Nile View,Cash or Installments,Unknown,نيل,4350000.0,29000.0
"4,900,000 EGP",96.0,2.0,2 bathroom,4.0,2020.0,Broker,Garden,Cash,Madinaty,Basic,4900000.0,51041.67
"14,600,000 EGP",144.0,2.0,2 bathroom,4.0,2020.0,Broker,Side Street,Installments,ليك فيو ريزيدنس,فيو,14600000.0,101388.89
"10,500,000 EGP",140.0,2.0,2 bathroom,1.0,2021.0,Broker,Main Street,Installments,ليك فيو ريزيدنس,فيو,10500000.0,75000.0
"7,000,000 EGP",197.0,4.0,3 bathroom,1.0,2023.0,Broker,Main Street,Cash,الحي الثامن علي,Basic,7000000.0,35532.99
"10,500,000 EGP",275.0,3.0,2 bathroom,3.0,2002.0,Broker,Side Street,Cash,Unknown,Sea,10500000.0,38181.82
"4,900,000 EGP",165.0,3.0,2 bathroom,1.0,2025.0,Broker,Garden,Cash,ابو الهول 3,Basic,4900000.0,29696.97
"5,800,000 EGP",154.0,3.0,2 bathroom,2.0,2029.0,Broker,Garden,Cash or Installments,Tesla Residence Compound,Basic,5800000.0,37662.34
"4,550,000 EGP",220.0,3.0,3 bathroom,3.0,2017.0,Broker,Side Street,Cash,Third District,Super Lux,4550000.0,20681.82
"4,550,000 EGP",100.0,2.0,1 bathroom,2.0,2018.0,Broker,Garden,Cash,Hadayek El Mohandeseen,Basic,4550000.0,45500.0
"5,630,149 EGP",140.0,3.0,3 bathroom,1.0,2024.0,Broker,Garden,Installments,ماونتن فيو بارك,فيو,5630149.0,40215.35
"3,790,500 EGP",133.0,3.0,2 bathroom,,2025.0,Broker,Other,Installments,Mashreq,"Garden, Installment",3790500.0,28500.0
"6,170,000 EGP",106.0,2.0,2 bathroom,2.0,2027.0,Broker,Main Street,Installments,Belva Compound,Basic,6170000.0,58207.55
"7,047,000 EGP",243.0,3.0,3 bathroom,1.0,2025.0,Broker,Garden,Cash or Installments,New Lotus,Installment,7047000.0,29000.0
"6,500,000 EGP",200.0,3.0,3 bathroom,10.0,2025.0,Broker,Main Street,Cash,شارع الخليفة المأمون,Basic,6500000.0,32500.0
"5,237,000 EGP",103.0,2.0,2 bathroom,3.0,2026.0,Broker,Main Street,Cash,Madinaty,Basic,5237000.0,50844.66
"4,060,000 EGP",140.0,2.0,1 bathroom,4.0,2025.0,Broker,Back,Cash or Installments,المنطقة الخامسة,Basic,4060000.0,29000.0
"4,620,000 EGP",200.0,3.0,2 bathroom,4.0,2025.0,Broker,Main Street,Cash,Unknown,Finished,4620000.0,23100.0
"8,504,636 EGP",122.0,2.0,2 bathroom,1.0,2026.0,Broker,Garden,Installments,Sun Capital Compound,Basic,8504636.0,69710.13
"2,000,000 EGP",80.0,2.0,1 bathroom,3.0,2007.0,Broker,Side Street,Cash,Unknown,Basic,2000000.0,25000.0
"10,250,000 EGP",144.0,2.0,3 bathroom,1.0,2025.0,Broker,Garden,Cash,Lake View Residence,"View, Finished",10250000.0,71180.56
"1,300,000 EGP",135.0,3.0,2 bathroom,,,EG-6574210,Side Street,Cash,Unknown,Basic,1300000.0,9629.63
"3,435,829 EGP",173.0,3.0,3 bathroom,2.0,2025.0,Broker,Main Street,Installments,Lake House Compound,Basic,3435829.0,19860.28
"2,900,000 EGP",100.0,2.0,1 bathroom,1.0,2001.0,Broker,Main Street,Cash,شارع ابن قتيبة,Basic,2900000.0,29000.0
"3,200,000 EGP",110.0,2.0,1 bathroom,3.0,2025.0,Broker,Garden,Cash,شارع الجزيرة,Basic,3200000.0,29090.91
"2,700,000 EGP",200.0,3.0,2 bathroom,4.0,2024.0,"13,500 EGP/M²",,,Neighborhood 11Th,Basic,2700000.0,13500.0
"4,200,000 EGP",150.0,2.0,1 bathroom,2.0,2025.0,Broker,Side Street,Cash,شارع حلمي عبد,Basic,4200000.0,28000.0
"3,500,000 EGP",134.0,2.0,1 bathroom,9.0,2025.0,Broker,Garden,Cash,كمبوند الندي,Basic,3500000.0,26119.4
"7,800,000 EGP",159.0,3.0,3 bathroom,3.0,2025.0,Broker,Garden,Cash,Unknown,Basic,7800000.0,49056.6
"6,000,000 EGP",225.0,3.0,3 bathroom,2.0,2025.0,Broker,Garden,Cash,بروميناد ريزيدنس,Basic,6000000.0,26666.67
"6,911,000 EGP",156.0,3.0,3 bathroom,5.0,2027.0,Broker,Garden,Installments,Sarai,View,6911000.0,44301.28
"5,600,000 EGP",300.0,3.0,3 bathroom,6.0,2025.0,Broker,Back,Cash,Unknown,Basic,5600000.0,18666.67
"6,650,000 EGP",158.0,3.0,3 bathroom,2.0,2025.0,Broker,Pool,Cash,Sodic Sheikh Zayed,Basic,6650000.0,42088.61
"10,500,000 EGP",175.0,3.0,3 bathroom,1.0,2012.0,Broker,Other,Cash,Unknown,Basic,10500000.0,60000.0
"3,500,000 EGP",140.0,3.0,3 bathroom,2.0,2027.0,Broker,Corner,Cash or Installments,Golden Square,Basic,3500000.0,25000.0
"2,829,000 EGP",123.0,3.0,3 bathroom,3.0,2028.0,Broker,Main Street,Cash or Installments,Golden Square,Basic,2829000.0,23000.0
"10,043,000 EGP",163.0,3.0,3 bathroom,1.0,2027.0,Broker,Garden,Installments,A Prime Location,Basic,10043000.0,61613.5
"4,350,000 EGP",100.0,2.0,2 bathroom,2.0,2025.0,Broker,Main Street,Cash,A Prime Location,Finished,4350000.0,43500.0
"2,000,000 EGP",80.0,2.0,1 bathroom,3.0,2007.0,Broker,Main Street,Cash,Unknown,Basic,2000000.0,25000.0
"9,000,000 EGP",149.0,3.0,3 bathroom,3.0,2026.0,Broker,Main Street,Cash or Installments,Unknown,Basic,9000000.0,60402.68
"2,950,000 EGP",150.0,3.0,2 bathroom,3.0,2024.0,Broker,Main Street,Cash,المجاورة الثالثة,Basic,2950000.0,19666.67
"950,000 EGP",120.0,2.0,1 bathroom,1.0,2018.0,Broker,Sea View,Cash or Installments,شارع رقم 63,Basic,950000.0,7916.67
"4,500,000 EGP",180.0,3.0,3 bathroom,1.0,2025.0,Broker,Other,Cash,Tiamo City,Basic,4500000.0,25000.0
"2,600,000 EGP",130.0,3.0,1 bathroom,4.0,2014.0,Developer,Side Street,Cash,شارع نصر الدين,Basic,2600000.0,20000.0
"7,300,000 EGP",155.0,3.0,3 bathroom,1.0,2015.0,Broker,Other,Cash,Unknown,Basic,7300000.0,47096.77
"12,000,000 EGP",162.0,2.0,3 bathroom,4.0,2015.0,Broker,Garden,Cash,سبيكترام,Basic,12000000.0,74074.07
"4,500,000 EGP",160.0,3.0,2 bathroom,2.0,2022.0,Broker,Side Street,Cash,المنطقه الثانيه السياحيه,Basic,4500000.0,28125.0
"5,200,000 EGP",162.0,3.0,3 bathroom,,2025.0,Broker,Garden,Cash,Mostakbal City,Garden,5200000.0,32098.77
"8,000,000 EGP",175.0,3.0,3 bathroom,1.0,2025.0,Broker,Garden,Cash,Unknown,Basic,8000000.0,45714.29
"10,000,000 EGP",170.0,3.0,2 bathroom,1.0,2025.0,Broker,Garden,Cash,كمبوند مون فالي,Basic,10000000.0,58823.53
"3,600,000 EGP",200.0,3.0,2 bathroom,2.0,2019.0,Broker,Main Street,Cash or Installments,الحي الثاني,Basic,3600000.0,18000.0
"6,000,000 EGP",223.0,3.0,3 bathroom,1.0,2025.0,Broker,Other,Cash,L'Avenir,Basic,6000000.0,26905.83
"5,400,000 EGP",107.0,2.0,1 bathroom,5.0,2019.0,Broker,Garden,Cash,Madinaty – B1,View,5400000.0,50467.29
"4,500,000 EGP",220.0,3.0,3 bathroom,1.0,2025.0,Broker,Main Street,Cash,شارع الحي الثالث,Basic,4500000.0,20454.55
"3,750,000 EGP",170.0,3.0,2 bathroom,2.0,2026.0,Broker,Main Street,Cash or Installments,الحي الثاني,Basic,3750000.0,22058.82
"2,950,000 EGP",150.0,3.0,2 bathroom,3.0,2024.0,Broker,Main Street,Cash,المجاورة الثانية,Basic,2950000.0,19666.67
"9,389,000 EGP",149.0,3.0,3 bathroom,3.0,2025.0,Broker,Corner,Installments,Unknown,View,9389000.0,63013.42
"3,948,000 EGP",94.0,2.0,1 bathroom,1.0,2025.0,Broker,Garden,Cash or Installments,Sheikh Zayed,Basic,3948000.0,42000.0
"5,844,000 EGP",106.0,2.0,2 bathroom,1.0,2028.0,Broker,Main Street,Cash or Installments,الثورة الخضراء,Basic,5844000.0,55132.08
"12,450,000 EGP",148.0,2.0,2 bathroom,1.0,2028.0,Broker,Plaza,Cash or Installments,Rewaya Compound,Basic,12450000.0,84121.62
"4,376,250 EGP",128.0,2.0,3 bathroom,2.0,2027.0,Broker,Garden,Cash or Installments,Unknown,تشطيب,4376250.0,34189.45
"5,400,000 EGP",100.0,2.0,1 bathroom,5.0,2025.0,Broker,Garden,Cash,Madinaty,View,5400000.0,54000.0
"11,500,000 EGP",167.0,3.0,2 bathroom,2.0,2025.0,Broker,Garden,Cash,Village West Compound,Basic,11500000.0,68862.28
"6,500,000 EGP",130.0,3.0,2 bathroom,2.0,2025.0,Broker,Main Street,Cash,Mountain View I,View,6500000.0,50000.0
"6,200,000 EGP",208.0,3.0,3 bathroom,2.0,2025.0,Broker,Garden,Cash,Green 5,Basic,6200000.0,29807.69
"2,600,000 EGP",105.0,2.0,1 bathroom,4.0,2025.0,Cash,Side Street,Cash,الشطر السابع,Basic,2600000.0,24761.9
"7,000,000 EGP",200.0,3.0,2 bathroom,1.0,2026.0,Broker,Main Street,Cash,شارع المشير أحمد,Basic,7000000.0,35000.0
"6,100,000 EGP",160.0,3.0,2 bathroom,2.0,2025.0,Broker,Garden,Installments,وصال ريزيدنس,Basic,6100000.0,38125.0
"7,606,000 EGP",148.0,3.0,2 bathroom,2.0,2027.0,Broker,Main Street,Cash or Installments,الثورة الخضراء,Basic,7606000.0,51391.89
"30,000,000 EGP",270.0,4.0,4 bathroom,4.0,2015.0,Broker,Garden,Cash,فيستيفال ليفينج,Basic,30000000.0,111111.11
"4,250,000 EGP",150.0,3.0,2 bathroom,7.0,2000.0,Broker,Main Street,Cash,عمارات مصر للتعمير,Basic,4250000.0,28333.33
"4,500,000 EGP",200.0,3.0,2 bathroom,1.0,2002.0,Broker,Corner,Cash,Neighborhood 11Th,Basic,4500000.0,22500.0
"5,600,000 EGP",300.0,3.0,3 bathroom,6.0,2025.0,Broker,Main Street,Cash,شارع البحر الاعظم,"بحر, تشطيب",5600000.0,18666.67
"11,534,000 EGP",164.0,3.0,3 bathroom,3.0,2027.0,Broker,Garden,Cash or Installments,كمبوند ايفوار,Basic,11534000.0,70329.27
"7,653,146 EGP",210.0,3.0,3 bathroom,2.0,2026.0,Broker,Other,Installments,Bloomfields Compound,Basic,7653146.0,36443.55
"2,600,000 EGP",113.0,2.0,2 bathroom,3.0,2026.0,Broker,Pool,Cash,كمبوند بيانستر,Basic,2600000.0,23008.85
"3,250,000 EGP",170.0,3.0,3 bathroom,2.0,2025.0,Broker,Main Street,Cash or Installments,Uptown October –,تقسيط,3250000.0,19117.65
"3,500,000 EGP",233.0,3.0,2 bathroom,3.0,2025.0,Broker,Garden,Cash,المجاوره الرابعه,Basic,3500000.0,15021.46
"4,000,000 EGP",82.0,2.0,1 bathroom,2.0,2025.0,Broker,Garden,Cash,Madinaty,View,4000000.0,48780.49
"6,500,000 EGP",235.0,3.0,1 bathroom,13.0,2000.0,Broker,Main Street,Cash,مدينة اسيد,Basic,6500000.0,27659.57
"21,000,000 EGP",200.0,3.0,3 bathroom,2.0,2019.0,Broker,Main Street,Cash,ميفيدا بارسل,Basic,21000000.0,105000.0
"5,000,000 EGP",125.0,3.0,2 bathroom,3.0,2001.0,Broker,Corner,Cash,Unknown,Basic,5000000.0,40000.0
"9,389,000 EGP",149.0,3.0,3 bathroom,3.0,2025.0,Broker,Side Street,Cash,Village West Compound,Basic,9389000.0,63013.42
"10,000,000 EGP",130.0,2.0,2 bathroom,,2020.0,Broker,Garden,Installments,Unknown,Garden,10000000.0,76923.08
"2,750,000 EGP",140.0,3.0,2 bathroom,4.0,2023.0,Broker,Back,Cash,El Hay El,Basic,2750000.0,19642.86
"11,185,000 EGP",112.0,2.0,3 bathroom,1.0,2026.0,Broker,Garden,Cash,Hyde Park,Park,11185000.0,99866.07
"12,205,000 EGP",163.0,2.0,2 bathroom,2.0,2026.0,Broker,Garden,Cash or Installments,كمبوند الكارما كاي,Basic,12205000.0,74877.3
"8,200,000 EGP",175.0,3.0,3 bathroom,3.0,2025.0,Broker,Garden,Cash,Madinaty,Basic,8200000.0,46857.14
"6,500,000 EGP",319.0,3.0,3 bathroom,2.0,2025.0,Broker,Garden,Cash,القرنفل 2 فيلات,Basic,6500000.0,20376.18
"3,400,000 EGP",171.0,3.0,3 bathroom,1.0,2025.0,Broker,Main Street,Cash,Unknown,Finished,3400000.0,19883.04
"13,500,000 EGP",250.0,3.0,3 bathroom,2.0,2025.0,Broker,Main Street,Cash,Phase 8,Basic,13500000.0,54000.0
"7,691,000 EGP",108.0,2.0,2 bathroom,2.0,2029.0,Broker,Other,Installments,Unknown,Finished,7691000.0,71212.96
"3,800,000 EGP",85.0,2.0,1 bathroom,2.0,2028.0,Broker,Main Street,Installments,Aqmar Compound,Basic,3800000.0,44705.88
"5,500,000 EGP",108.0,2.0,1 bathroom,1.0,2025.0,Broker,Garden,Cash,Mohammed Farid St.,Basic,5500000.0,50925.93
"6,000,000 EGP",223.0,3.0,3 bathroom,1.0,2025.0,Broker,Other,Cash,L'Avenir Compound,Basic,6000000.0,26905.83
"8,000,000 EGP",215.0,3.0,2 bathroom,,2023.0,Broker,Side Street,Cash,Suleiman Al,Basic,8000000.0,37209.3
"11,500,000 EGP",370.0,4.0,4 bathroom,1.0,2021.0,Broker,Garden,Cash,شارع الشيخ سليم,Basic,11500000.0,31081.08
"4,000,000 EGP",150.0,3.0,1 bathroom,3.0,1998.0,Broker,Main Street,Cash,مدينة الفردوس,Basic,4000000.0,26666.67
"5,600,000 EGP",188.0,3.0,3 bathroom,2.0,2009.0,Broker,Garden,Cash,بلوك 40,Basic,5600000.0,29787.23
"3,100,000 EGP",90.0,2.0,1 bathroom,1.0,2025.0,Broker,Garden,Cash,كمبوند ذا ادرس,Basic,3100000.0,34444.44
"5,500,000 EGP",124.0,2.0,2 bathroom,3.0,2025.0,Broker,Garden,Cash,كمبوند ريتاج,Basic,5500000.0,44354.84
"2,950,000 EGP",108.0,2.0,1 bathroom,2.0,2025.0,Broker,Garden,Cash,كمبوند العربية جيت,Basic,2950000.0,27314.81
"6,347,000 EGP",131.0,3.0,2 bathroom,1.0,2026.0,Broker,Garden,Cash or Installments,Unknown,فيو,6347000.0,48450.38
"13,000,000 EGP",153.0,2.0,2 bathroom,4.0,2015.0,Broker,Main Street,Cash,مجموعة 3,Basic,13000000.0,84967.32
"2,000,000 EGP",105.0,2.0,1 bathroom,1.0,2025.0,Broker,Garden,Cash,الأندلس 1,Basic,2000000.0,19047.62
"4,731,000 EGP",197.0,3.0,3 bathroom,3.0,2027.0,Broker,Other,Installments,الحي الثاني,Basic,4731000.0,24015.23
"3,375,000 EGP",135.0,3.0,2 bathroom,3.0,2026.0,Broker,Main Street,Installments,Unknown,Basic,3375000.0,25000.0
"3,700,000 EGP",175.0,3.0,2 bathroom,1.0,2025.0,Broker,Garden,Cash,المنطقة الثانية,Basic,3700000.0,21142.86
"6,400,000 EGP",280.0,5.0,3 bathroom,5.0,2020.0,Broker,Other,Cash,شارع أحمد عرابي,Basic,6400000.0,22857.14
"7,200,000 EGP",78.0,2.0,1 bathroom,,2025.0,Broker,Garden,Cash,The Address Compound,Basic,7200000.0,92307.69
"5,000,000 EGP",165.0,3.0,3 bathroom,2.0,2025.0,Broker,Garden,Cash,النرجس الجديدة,Basic,5000000.0,30303.03
"5,500,000 EGP",160.0,3.0,2 bathroom,4.0,2006.0,Broker,Main Street,Cash,طريق الجيش,Basic,5500000.0,34375.0
"6,500,000 EGP",319.0,3.0,3 bathroom,1.0,2025.0,Broker,Garden,Cash,القرنفل 2 استلام,Basic,6500000.0,20376.18
"3,350,000 EGP",135.0,3.0,2 bathroom,3.0,2015.0,Broker,Main Street,Cash,شارع اسكندر إبراهيم,Basic,3350000.0,24814.81
"3,750,000 EGP",150.0,3.0,2 bathroom,1.0,2025.0,Broker,Garden,Cash,كمبوند جنة مصر,Basic,3750000.0,25000.0
"6,450,000 EGP",116.0,3.0,2 bathroom,1.0,2020.0,Broker,Garden,Cash,Madinaty,Basic,6450000.0,55603.45
"4,350,000 EGP",100.0,2.0,1 bathroom,3.0,2008.0,Broker,Garden,Cash,Unknown,تشطيب,4350000.0,43500.0
"9,200,000 EGP",308.0,3.0,3 bathroom,2.0,2025.0,Broker,Garden,Cash,القرنفل 1,Basic,9200000.0,29870.13
"4,485,000 EGP",195.0,3.0,3 bathroom,1.0,2026.0,Developer,Side Street,Installments,الحي الثاني,Basic,4485000.0,23000.0
"2,650,000 EGP",135.0,3.0,1 bathroom,1.0,2023.0,Broker,Side Street,Cash,شارع 2,Basic,2650000.0,19629.63
"5,240,000 EGP",103.0,2.0,2 bathroom,2.0,2019.0,Broker,Side Street,Installments,The Most Beautiful,Basic,5240000.0,50873.79
"7,040,000 EGP",78.0,1.0,1 bathroom,2.0,2026.0,Broker,Garden,Cash or Installments,Unknown,فيو,7040000.0,90256.41
"2,700,000 EGP",105.0,2.0,2 bathroom,4.0,2025.0,Broker,Garden,Cash,الأندلس 1,Basic,2700000.0,25714.29
"3,900,000 EGP",148.0,3.0,2 bathroom,1.0,2025.0,Broker,Garden,Cash,النرجس الجديدة,Basic,3900000.0,26351.35
"5,500,000 EGP",180.0,3.0,2 bathroom,4.0,2016.0,Broker,Corner,Cash or Installments,Unknown,Basic,5500000.0,30555.56
"12,450,000 EGP",148.0,2.0,2 bathroom,3.0,2026.0,Broker,Garden,Cash or Installments,Unknown,فيو,12450000.0,84121.62
"6,000,000 EGP",124.0,3.0,2 bathroom,3.0,2014.0,Broker,Other,Cash,Madinaty In (B6),Basic,6000000.0,48387.1
"4,600,000 EGP",150.0,3.0,1 bathroom,14.0,1989.0,Broker,Main Street,Cash,شارع شعرواي,Basic,4600000.0,30666.67
"10,500,000 EGP",211.0,3.0,3 bathroom,1.0,2009.0,Broker,Garden,Cash,Unknown,Basic,10500000.0,49763.03
"4,500,000 EGP",78.0,2.0,1 bathroom,1.0,2019.0,Broker,Garden,Cash,Madinaty At A,Basic,4500000.0,57692.31
"1,400,000 EGP",40.0,1.0,1 bathroom,1.0,2028.0,Broker,Garden,Cash or Installments,Wadi El Nile,Nile,1400000.0,35000.0
"17,256,093 EGP",159.0,3.0,2 bathroom,3.0,2027.0,Broker,Garden,Cash or Installments,Village West Compound,Basic,17256093.0,108528.89
"3,991,000 EGP",126.0,3.0,2 bathroom,3.0,2028.0,Broker,Main Street,Cash,Esse Residence,Finished,3991000.0,31674.6
"4,300,000 EGP",150.0,3.0,2 bathroom,7.0,1980.0,Broker,Main Street,Cash,Mostafa Kamel Area,Basic,4300000.0,28666.67
"2,850,000 EGP",155.0,3.0,2 bathroom,3.0,2001.0,Broker,Main Street,Cash,شارع محمد عبد,Basic,2850000.0,18387.1
"7,000,000 EGP",100.0,3.0,2 bathroom,3.0,2020.0,Broker,Main Street,Cash,Unknown,Basic,7000000.0,70000.0
"3,900,000 EGP",156.0,2.0,2 bathroom,6.0,2024.0,Broker,Main Street,Cash,Raml Station,Basic,3900000.0,25000.0
"4,500,000 EGP",160.0,3.0,2 bathroom,1.0,2025.0,Broker,Garden,Cash,المنطقة الثانية,Basic,4500000.0,28125.0
"7,290,000 EGP",102.0,2.0,1 bathroom,5.0,2028.0,Broker,Main Street,Cash or Installments,Esse Residence,Finished,7290000.0,71470.59
"9,900,000 EGP",158.0,3.0,2 bathroom,1.0,2024.0,Broker,Other,Cash,Fifth Square Compound,Basic,9900000.0,62658.23
"8,000,000 EGP",185.0,3.0,2 bathroom,6.0,2020.0,Broker,Other,Installments,شارع البطل أحمد,Basic,8000000.0,43243.24
"8,500,000 EGP",218.0,3.0,2 bathroom,2.0,2000.0,Broker,Other,Cash,Other Neighborhoods In,Basic,8500000.0,38990.83
"1,550,000 EGP",143.0,3.0,2 bathroom,9.0,2017.0,Broker,Side Street,Cash or Installments,شارع الملك فيصل,Basic,1550000.0,10839.16
"11,092,000 EGP",236.0,3.0,3 bathroom,12.0,2025.0,Developer,Main Street,Cash,14Th Of May,Basic,11092000.0,47000.0
"5,200,000 EGP",96.0,2.0,2 bathroom,4.0,2019.0,Broker,Main Street,Cash,Madinaty – B11,Basic,5200000.0,54166.67
"6,000,000 EGP",175.0,3.0,2 bathroom,15.0,2010.0,Broker,Main Street,Cash,El Geish Road,Basic,6000000.0,34285.71
"6,300,000 EGP",145.0,3.0,2 bathroom,6.0,2025.0,Broker,Main Street,Cash or Installments,Mohammed Fawzi Moaz,Basic,6300000.0,43448.28
"7,857,000 EGP",148.0,3.0,2 bathroom,1.0,2025.0,Broker,Garden,Installments,كمبوند ذا 101,Basic,7857000.0,53087.84
"12,200,000 EGP",164.0,3.0,3 bathroom,3.0,2027.0,Broker,Garden,Installments,Unknown,Basic,12200000.0,74390.24
"7,500,000 EGP",180.0,3.0,2 bathroom,2.0,2022.0,Broker,Garden,Cash,Hadayek El Mohandiseen,Super Lux,7500000.0,41666.67
"4,500,000 EGP",230.0,3.0,3 bathroom,1.0,2025.0,Broker,Garden,Cash,الأندلس 1,Basic,4500000.0,19565.22
"10,920,000 EGP",260.0,4.0,3 bathroom,5.0,2023.0,Broker,Other,Cash,شارع محيي الدين,Basic,10920000.0,42000.0
"8,071,150 EGP",190.0,3.0,3 bathroom,5.0,2025.0,Broker,Other,Installments,Unknown,تشطيب,8071150.0,42479.74
"4,700,000 EGP",96.0,3.0,2 bathroom,3.0,2025.0,Broker,Garden,Cash,Madinaty (Wide Garden,View,4700000.0,48958.33
"15,900,000 EGP",221.0,4.0,3 bathroom,1.0,2028.0,Broker,Garden,Cash or Installments,Ons Compound,Basic,15900000.0,71945.7
"5,500,000 EGP",235.0,3.0,9 bathroom,9.0,2011.0,Broker,Side Street,Cash,Sama El Maadi,Basic,5500000.0,23404.26
"2,800,000 EGP",150.0,3.0,2 bathroom,9.0,2016.0,Broker,Side Street,Cash,Unknown,Basic,2800000.0,18666.67
"4,615,000 EGP",71.0,1.0,1 bathroom,4.0,2027.0,Installments,Sea View,Installments,The Ibiza Bay.,Basic,4615000.0,65000.0
"3,800,000 EGP",200.0,3.0,2 bathroom,1.0,2025.0,Broker,Main Street,Cash,Amin Henedy St.,Basic,3800000.0,19000.0
"4,000,000 EGP",180.0,4.0,2 bathroom,,2011.0,Broker,Garden,Cash,Golden Gates Compound,Basic,4000000.0,22222.22
"4,900,000 EGP",175.0,3.0,3 bathroom,2.0,2000.0,Broker,Other,Cash,Zayed Dunes Compound,Basic,4900000.0,28000.0
"5,500,000 EGP",235.0,3.0,3 bathroom,9.0,2005.0,Broker,Side Street,Cash,Sama El Qahera,Basic,5500000.0,23404.26
"4,200,000 EGP",145.0,3.0,2 bathroom,9.0,2017.0,Broker,Main Street,Cash,Eighth Neighborhood,Basic,4200000.0,28965.52
"4,100,000 EGP",116.0,3.0,1 bathroom,5.0,2000.0,Broker,Main Street,Cash,Unknown,Basic,4100000.0,35344.83
"5,800,000 EGP",155.0,3.0,1 bathroom,3.0,2006.0,Broker,Side Street,Cash,Unknown,Basic,5800000.0,37419.35
"12,998,774 EGP",158.0,3.0,2 bathroom,2.0,2024.0,Broker,Other,Installments,Vye Compound,Basic,12998774.0,82270.72
"6,500,000 EGP",205.0,3.0,3 bathroom,7.0,2010.0,Broker,Garden,Cash,تيجان 1 205متر,Basic,6500000.0,31707.32
"2,900,000 EGP",125.0,2.0,1 bathroom,12.0,2006.0,Broker,Side Street,Cash,Unknown,Basic,2900000.0,23200.0
"3,850,000 EGP",70.0,1.0,1 bathroom,2.0,2027.0,Broker,Sea View,Installments,The Ibiza Bay,Basic,3850000.0,55000.0
"2,340,000 EGP",52.0,1.0,1 bathroom,3.0,2027.0,Broker,Pool,Installments,The Ibiza Bay,Basic,2340000.0,45000.0
"3,350,000 EGP",108.0,2.0,1 bathroom,7.0,2025.0,Broker,Side Street,Cash,One Kattameya Compound,Basic,3350000.0,31018.52
